benchmark,model,detailed_runs,task_records,mean_binary_pass_rate,cost_matched_binary_pass_rate,mean_native_score,cost_complete_run_share,total_cost_observed,mean_run_cost,sd_run_cost,total_successes_observed,operational_cost_per_success,total_input_tokens_observed,cache_read_share_of_observed_input,outcome_task_records
vcb,openai/gpt-5.5,9,381,,,0.5195603005230334,0.7777777777777778,,274.8376271428571,246.50442129507724,0,,82786072.0,0.0,0.0
vcb,cursor/composer-2.5,3,150,,,0.4592952498387281,1.0,,22.11063386666667,2.741692425782277,0,,244840858.0,0.48788658035184607,0.0
vcb,xiaomi/mimo-v2.5-pro,3,150,,,0.23163846620368359,1.0,,5.316784832400001,4.618692968098731,0,,13815864.0,0.0,0.0
vcb,anthropic/claude-sonnet-4-6,4,144,,,0.5344224514688941,0.0,,,,0,,,,0.0
vcb,nvidia/nemotron-3-ultra-550b-a55b,4,115,,,0.027924047235641434,0.25,,0.0,,0,,2336969266.0,0.0,0.0
vcb,meta/blue_tower,3,100,,,0.3510484587875893,0.0,,,,0,,112586419.0,0.0,0.0
vcb,alibaba/qwen3.7-max,1,50,,,0.11417821067821066,1.0,,324.66943249999997,,0,,127709072.0,0.0,0.0
vcb,anthropic/claude-fruitcake-eap,1,50,,,0.9035221445221445,1.0,,625.7204143499999,,0,,12432.0,0.0,0.0
vcb,anthropic/claude-opus-4-8,1,50,,,0.7748500219587174,0.0,,,,0,,,,0.0
vcb,anthropic/claude-queso-eap-max-effort,1,50,,,0.8272518327083545,1.0,,806.3996604,,0,,17292.0,0.0,0.0
vcb,anthropic/claude-sonnet-5,1,50,,,0.8132476605520083,1.0,,1903.90649205,,0,,31096.0,0.0,0.0
vcb,deepseek/deepseek-v4-pro,1,50,,,0.0,1.0,,0.0,,0,,,,0.0
vcb,google/gemini-3.1-pro-preview,1,50,,,0.16164798969146799,1.0,,110.1808528,,0,,19618895.0,0.0,0.0
vcb,google/gemma-4-31b-it,1,50,,,0.02872727272727273,0.0,,,,0,,60094978.0,0.0,0.0
vcb,grok/grok-build-0.1,1,50,,,0.1334891774891775,0.0,,,,0,,,,0.0
vcb,grok/v9-carrot,1,50,,,0.6900168816690555,1.0,,205.109688,,0,,9555967.0,0.0,0.0
vcb,grok/v9-potato,1,50,,,0.6743508448073666,1.0,,233.0665,,0,,31150544.0,0.0,0.0
vcb,kimi/kimi-k2.6-thinking,1,50,,,0.25873520923520926,1.0,,116.97829818000001,,0,,11158358.0,0.0,0.0
vcb,kimi/kimi-k2.7-code,1,50,,,0.47211199187286146,1.0,,191.79032328,,0,,12399493.0,0.0,0.0
vcb,meta/super_nova_vals,1,50,,,0.6942769187334404,0.0,,,,0,,3190530.0,0.0,0.0
vcb,minimax/MiniMax-M2.1,1,50,,,0.12024935692326996,1.0,,84.97653891,,0,,257712732.0,0.0,0.0
vcb,minimax/MiniMax-M3,1,50,,,0.4756630036630036,1.0,,322.69496879999997,,0,,61631839.0,0.0,0.0
vcb,mistralai/mistral-medium-3.5,1,50,,,0.028883116883116886,1.0,,836.7751320000001,,0,,538194513.0,0.0,0.0
vcb,mistralai/mistral-small-2603,1,50,,,0.0,1.0,,91.56305430000002,,0,,597538118.0,0.0,0.0
vcb,openai/gpt-5.4,1,50,,,0.5002934867065302,0.0,,,,0,,,,0.0
vcb,openai/gpt-5.6-luna,1,50,,,0.7705465476552433,1.0,,181.6064961,,0,,54304210.0,0.0,0.0
vcb,openai/iris-alpha,1,50,,,0.638605739670957,0.0,,,,0,,,,0.0
vcb,openai/iris-alpha-code-mode,1,50,,,0.8413694373259589,1.0,,836.964498,,0,,50781297.0,0.0,0.0
vcb,openai/kindle-alpha,1,50,,,0.8049451611190741,1.0,,1670.181697,,0,,85484634.0,0.0,0.0
vcb,openai/nova-alpha,1,50,,,0.6784239842283322,1.0,,540.788187,,0,,32993671.0,0.0,0.0
vcb,poolside/laguna-m.1,1,50,,,0.10937172971955579,0.0,,,,0,,275938633.0,0.0,0.0
vcb,poolside/laguna-m.1:fast,1,50,,,0.11038255223037831,1.0,,102.9700646,,0,,90126692.0,0.0,0.0
vcb,poolside/laguna-xs.2,1,50,,,0.03841269841269841,0.0,,,,0,,404295832.0,0.0,0.0
vcb,poolside/laguna-xs.2:fast,1,50,,,0.05212121212121212,1.0,,49.0577455,,0,,312422657.0,0.0,0.0
vcb,xiaomi/mimo-v2.5,1,50,,,0.4217401053053227,1.0,,3.4197689960000006,,0,,7646791.0,0.0,0.0
vcb,zai/glm-5.1-thinking,1,50,,,0.3960284473980126,1.0,,143.956873,,0,,8867001.0,0.0,0.0
vcb,zai/glm-5.2,1,50,,,0.6396074119117597,1.0,,424.42568276000003,,0,,55483571.0,0.0,0.0
vcb,cohere/command-a-plus-05-2026,1,49,,,0.0,0.0,,,,0,,143923602.0,0.0,0.0
vcb,google/gemini-3.1-flash-lite,1,49,,,0.008852372117678241,1.0,,31.859297650000002,,0,,56253253.0,0.0,0.0
vcb,meta/emerald_lagoon,1,49,,,0.5071222206759031,0.0,,,,0,,42301469.0,0.0,0.0
vcb,meta/glassy_lagoon,1,49,,,0.5773690619742085,0.0,,,,0,,106080166.0,0.0,0.0
vcb,minimax/MiniMax-M2.5,1,49,,,0.1543720919719145,1.0,,75.831780255,,0,,228446451.0,0.0,0.0
vcb,openai/mercury-alpha,1,49,,,0.5855892234552394,1.0,,410.986843,,0,,20203281.0,0.0,0.0
vcb,google/gemini-3.5-flash-lite,1,48,,,0.36962235630713897,1.0,,31.58014985,,0,,48569224.0,0.8613866212961115,0.0
vcb,meta/super_nova_xhigh,1,48,,,0.7687000021918499,0.0,,,,0,,169053964.0,0.0,0.0
vcb,alibaba/qwen3.7-plus,1,47,,,0.49352554886782457,1.0,,50.870378880000004,,0,,52003586.0,0.0,0.0
vcb,google/models/ajax,1,46,,,0.4815427929558365,1.0,,181.2435054,,0,,50135364.0,0.0,0.0
vcb,grok/v9-stickynote,1,46,,,0.6757363042334686,1.0,,130.480646,,0,,5715471.0,0.0,0.0
vcb,minimax/MiniMax-M2.7,1,43,,,0.11704432518386004,1.0,,19.31354949,,0,,11365397.0,0.0,0.0
vcb,openai/gpt-5.4-2026-03-05,1,41,,,0.6757208503762057,1.0,,845.6259220000001,,0,,61974028.0,0.0,0.0
vcb,anthropic/claude-queso-eap,1,40,,,0.8123962842712842,1.0,,405.3230802,,0,,11482.0,0.0,0.0
vcb,anthropic/claude-opus-4-7,1,31,,,0.6938928455057488,1.0,,615.870695,,0,,11818.0,0.0,0.0
vcb,openai/gpt-5.4-mini,1,24,,,0.22619263285024152,0.0,,,,0,,,,0.0
vcb,openai/firefly-alpha,1,11,,,0.3961954711954712,1.0,,91.707422,,0,,4460776.0,0.0,0.0
vcb,google/gemini-3.1-flash-lite-preview,1,0,,,,0.0,,,,0,,,,0
vcb,openai/joule-alpha,1,0,,,,0.0,,,,0,,,,0
vcb-1-100,openai/nova-alpha,1,62,,,0.13709677419354835,0.0,,,,0,,,,0.0
voice-code-bench,(model missing),1,1,0.0,,0.0,0.0,,,,0,,,,1.0
web-search,google/gemini-3.5-flash,1,208,0.2660098522167488,0.2660098522167488,0.8292671941477564,1.0,31.13878875,31.13878875,,54.0,0.5766442361111112,1194207.0,0.7849515981863433,203.0
